Customer_ID,Month,Region,Industry,Segment,Revenue_USD,Active_Users,Support_Tickets,Renewal_Status,Churn_Probability
CUST-0137,2025-05,EMEA,High-Tech,Enterprise,9720,10,2,Renewed,0.12
CUST-0137,2025-06,EMEA,High-Tech,Enterprise,13677,401,15,Renewed,0.53
CUST-0137,2025-07,EMEA,High-Tech,Enterprise,33904,423,0,Renewed,0.5
CUST-0137,2025-08,EMEA,High-Tech,Enterprise,6326,119,11,Renewed,0.11
CUST-0138,2024-04,North America,High-Tech,Mid-Market,20002,358,9,Lost,0.71
CUST-0138,2024-05,North America,High-Tech,Mid-Market,6400,184,8,Renewed,1.0
CUST-0138,2024-06,North America,High-Tech,Mid-Market,35050,86,5,Renewed,0.81
CUST-0138,2024-07,North America,High-Tech,Mid-Market,8858,414,16,Renewed,0.72
CUST-0138,2024-08,North America,High-Tech,Mid-Market,29447,157,3,Renewed,0.51
CUST-0138,2024-09,North America,High-Tech,Mid-Market,21066,36,0,Renewed,0.7
CUST-0138,2024-10,North America,High-Tech,Mid-Market,8082,407,4,Renewed,0.88
CUST-0138,2024-11,North America,High-Tech,Mid-Market,12719,172,3,Renewed,0.34
CUST-0138,2024-12,North America,High-Tech,Mid-Market,16469,439,16,Renewed,0.91
CUST-0138,2025-01,North America,High-Tech,Mid-Market,43160,260,10,At Risk,0.46
CUST-0138,2025-02,North America,High-Tech,Mid-Market,18539,68,16,Renewed,0.62
CUST-0138,2025-03,North America,High-Tech,Mid-Market,26485,383,19,Renewed,0.74
CUST-0138,2025-04,North America,High-Tech,Mid-Market,29212,10,3,At Risk,0.91
CUST-0138,2025-05,North America,High-Tech,Mid-Market,23210,214,12,Renewed,0.61
CUST-0138,2025-06,North America,High-Tech,Mid-Market,19413,325,6,Renewed,0.8
CUST-0138,2025-07,North America,High-Tech,Mid-Market,8174,457,14,Renewed,0.66
CUST-0138,2025-08,North America,High-Tech,Mid-Market,31131,244,3,Renewed,0.47
CUST-0139,2024-07,North America,Pharma,SMB,10924,45,12,Lost,0.62
CUST-0139,2024-08,North America,Pharma,SMB,32467,341,11,At Risk,0.43
CUST-0139,2024-09,North America,Pharma,SMB,43840,232,3,Renewed,0.58
CUST-0139,2024-10,North America,Pharma,SMB,17971,126,10,Renewed,0.93
CUST-0139,2024-11,North America,Pharma,SMB,9883,445,4,Renewed,0.38
CUST-0139,2024-12,North America,Pharma,SMB,18989,19,3,Renewed,0.18
CUST-0139,2025-01,North America,Pharma,SMB,34750,228,18,Renewed,0.05
CUST-0139,2025-02,North America,Pharma,SMB,27001,400,5,Renewed,0.7
CUST-0139,2025-03,North America,Pharma,SMB,37537,419,16,Renewed,0.61
CUST-0139,2025-04,North America,Pharma,SMB,43818,41,3,Renewed,0.57
CUST-0139,2025-05,North America,Pharma,SMB,40403,77,3,Renewed,0.3
CUST-0139,2025-06,North America,Pharma,SMB,34811,445,12,Renewed,0.92
CUST-0139,2025-07,North America,Pharma,SMB,14639,268,7,Renewed,0.39
CUST-0139,2025-08,North America,Pharma,SMB,36745,282,18,At Risk,0.15
CUST-0140,2024-09,APAC,High-Tech,Enterprise,34480,495,7,Renewed,0.07
CUST-0140,2024-10,APAC,High-Tech,Enterprise,41601,265,13,Renewed,0.7
CUST-0140,2024-11,APAC,High-Tech,Enterprise,31899,447,4,Renewed,0.76
CUST-0140,2024-12,APAC,High-Tech,Enterprise,11849,297,5,Lost,0.51
CUST-0140,2025-01,APAC,High-Tech,Enterprise,21757,352,9,Renewed,0.4
CUST-0140,2025-02,APAC,High-Tech,Enterprise,11825,121,7,At Risk,0.84
CUST-0140,2025-03,APAC,High-Tech,Enterprise,29412,279,4,Renewed,0.37
CUST-0140,2025-04,APAC,High-Tech,Enterprise,27969,306,16,Renewed,0.47
CUST-0140,2025-05,APAC,High-Tech,Enterprise,31393,224,18,Renewed,0.69
CUST-0140,2025-06,APAC,High-Tech,Enterprise,45553,479,10,At Risk,0.03
CUST-0140,2025-07,APAC,High-Tech,Enterprise,16008,455,19,At Risk,0.75
CUST-0140,2025-08,APAC,High-Tech,Enterprise,10356,289,3,Renewed,0.0
CUST-0141,2025-01,APAC,MedTech,SMB,9534,276,18,Lost,0.6
CUST-0141,2025-02,APAC,MedTech,SMB,21021,6,14,Renewed,0.64
CUST-0141,2025-03,APAC,MedTech,SMB,42988,64,11,Renewed,0.88
CUST-0141,2025-04,APAC,MedTech,SMB,20079,345,9,At Risk,0.62
CUST-0141,2025-05,APAC,MedTech,SMB,10141,170,2,At Risk,0.3
CUST-0141,2025-06,APAC,MedTech,SMB,46783,39,3,Renewed,0.37
CUST-0141,2025-07,APAC,MedTech,SMB,18306,405,8,At Risk,0.32
CUST-0141,2025-08,APAC,MedTech,SMB,10650,421,0,Renewed,0.35
CUST-0142,2024-08,APAC,MedTech,Mid-Market,31465,403,3,Renewed,0.22
CUST-0142,2024-09,APAC,MedTech,Mid-Market,20475,177,0,Renewed,0.9
CUST-0142,2024-10,APAC,MedTech,Mid-Market,13041,462,13,Renewed,0.21
CUST-0142,2024-11,APAC,MedTech,Mid-Market,45156,475,9,Renewed,0.4
CUST-0142,2024-12,APAC,MedTech,Mid-Market,30958,20,14,Renewed,0.35
CUST-0142,2025-01,APAC,MedTech,Mid-Market,22591,353,13,At Risk,0.51
CUST-0142,2025-02,APAC,MedTech,Mid-Market,11624,412,10,Renewed,0.4
CUST-0142,2025-03,APAC,MedTech,Mid-Market,41089,389,4,At Risk,0.54
CUST-0142,2025-04,APAC,MedTech,Mid-Market,45873,323,6,Renewed,0.49
CUST-0142,2025-05,APAC,MedTech,Mid-Market,21503,15,1,Renewed,0.43
CUST-0142,2025-06,APAC,MedTech,Mid-Market,6052,93,4,Renewed,0.86
CUST-0142,2025-07,APAC,MedTech,Mid-Market,48927,219,10,Renewed,0.39
CUST-0142,2025-08,APAC,MedTech,Mid-Market,15830,253,16,Renewed,0.05
CUST-0143,2024-08,APAC,MedTech,SMB,26973,434,13,Renewed,0.41
CUST-0143,2024-09,APAC,MedTech,SMB,38194,112,9,Renewed,0.07
CUST-0143,2024-10,APAC,MedTech,SMB,26158,454,17,Lost,0.25
CUST-0143,2024-11,APAC,MedTech,SMB,43392,6,13,At Risk,0.97
CUST-0143,2024-12,APAC,MedTech,SMB,39337,470,9,Lost,0.94
CUST-0143,2025-01,APAC,MedTech,SMB,43989,254,15,At Risk,0.31
CUST-0143,2025-02,APAC,MedTech,SMB,12731,446,19,At Risk,1.0
CUST-0143,2025-03,APAC,MedTech,SMB,49055,89,13,At Risk,0.43
CUST-0143,2025-04,APAC,MedTech,SMB,9676,96,1,Renewed,0.83
CUST-0143,2025-05,APAC,MedTech,SMB,45867,151,18,Renewed,0.94
CUST-0143,2025-06,APAC,MedTech,SMB,15067,110,18,At Risk,0.96
CUST-0143,2025-07,APAC,MedTech,SMB,15553,223,18,Lost,0.79
CUST-0143,2025-08,APAC,MedTech,SMB,7404,352,19,Renewed,0.42
CUST-0144,2024-04,North America,High-Tech,Enterprise,39893,411,0,Renewed,0.88
CUST-0144,2024-05,North America,High-Tech,Enterprise,33019,494,14,At Risk,0.93
CUST-0144,2024-06,North America,High-Tech,Enterprise,45292,26,0,At Risk,0.51
CUST-0144,2024-07,North America,High-Tech,Enterprise,8509,422,0,At Risk,0.78
CUST-0144,2024-08,North America,High-Tech,Enterprise,23765,94,8,Renewed,0.56
CUST-0144,2024-09,North America,High-Tech,Enterprise,40492,33,15,Renewed,0.59
CUST-0144,2024-10,North America,High-Tech,Enterprise,49093,401,5,At Risk,0.03
CUST-0144,2024-11,North America,High-Tech,Enterprise,28547,178,3,Renewed,0.02
CUST-0144,2024-12,North America,High-Tech,Enterprise,24003,149,14,Renewed,0.47
CUST-0144,2025-01,North America,High-Tech,Enterprise,36797,96,11,Renewed,0.58
CUST-0144,2025-02,North America,High-Tech,Enterprise,21674,64,0,Renewed,0.4
CUST-0144,2025-03,North America,High-Tech,Enterprise,12403,376,19,At Risk,0.71
CUST-0144,2025-04,North America,High-Tech,Enterprise,39638,6,15,Renewed,0.63
CUST-0144,2025-05,North America,High-Tech,Enterprise,8633,485,2,Renewed,0.32
CUST-0144,2025-06,North America,High-Tech,Enterprise,45159,295,16,Lost,0.53
CUST-0144,2025-07,North America,High-Tech,Enterprise,20003,207,3,Renewed,0.66
CUST-0144,2025-08,North America,High-Tech,Enterprise,24082,322,19,Renewed,0.97
CUST-0145,2024-11,North America,MedTech,SMB,31847,226,5,Renewed,0.43
CUST-0145,2024-12,North America,MedTech,SMB,35674,443,13,Lost,0.59
CUST-0145,2025-01,North America,MedTech,SMB,22621,308,6,Renewed,0.21
CUST-0145,2025-02,North America,MedTech,SMB,40106,211,19,Renewed,0.05
CUST-0145,2025-03,North America,MedTech,SMB,7744,165,3,At Risk,0.5
CUST-0145,2025-04,North America,MedTech,SMB,45606,55,8,At Risk,0.47
CUST-0145,2025-05,North America,MedTech,SMB,45361,134,8,Renewed,0.76
CUST-0145,2025-06,North America,MedTech,SMB,5363,327,12,Renewed,0.23
CUST-0145,2025-07,North America,MedTech,SMB,8036,18,16,Renewed,0.25
CUST-0145,2025-08,North America,MedTech,SMB,44289,296,1,Renewed,0.09
CUST-0146,2024-10,North America,Pharma,SMB,42765,482,6,At Risk,0.12
CUST-0146,2024-11,North America,Pharma,SMB,42004,290,4,At Risk,0.27
CUST-0146,2024-12,North America,Pharma,SMB,19835,158,5,Renewed,0.86
CUST-0146,2025-01,North America,Pharma,SMB,20017,82,12,Renewed,0.47
CUST-0146,2025-02,North America,Pharma,SMB,40005,63,13,At Risk,0.12
CUST-0146,2025-03,North America,Pharma,SMB,28983,219,0,Renewed,0.96
CUST-0146,2025-04,North America,Pharma,SMB,21360,373,0,Renewed,0.52
CUST-0146,2025-05,North America,Pharma,SMB,38476,438,0,At Risk,0.15
CUST-0146,2025-06,North America,Pharma,SMB,28089,246,8,At Risk,0.51
CUST-0146,2025-07,North America,Pharma,SMB,26273,436,10,At Risk,0.53
CUST-0146,2025-08,North America,Pharma,SMB,42086,455,19,At Risk,0.19
CUST-0147,2024-04,APAC,MedTech,Mid-Market,38333,182,11,At Risk,0.08
CUST-0147,2024-05,APAC,MedTech,Mid-Market,24278,347,4,Lost,0.72
CUST-0147,2024-06,APAC,MedTech,Mid-Market,44672,421,11,Renewed,0.13
CUST-0147,2024-07,APAC,MedTech,Mid-Market,10870,167,12,Renewed,0.51
CUST-0147,2024-08,APAC,MedTech,Mid-Market,49361,273,14,Renewed,0.73
CUST-0147,2024-09,APAC,MedTech,Mid-Market,47854,319,16,Lost,0.32
CUST-0147,2024-10,APAC,MedTech,Mid-Market,34907,82,11,Renewed,0.26
CUST-0147,2024-11,APAC,MedTech,Mid-Market,48040,284,9,Renewed,0.47
CUST-0147,2024-12,APAC,MedTech,Mid-Market,28186,16,6,At Risk,0.9
CUST-0147,2025-01,APAC,MedTech,Mid-Market,16238,334,8,Lost,0.99
CUST-0147,2025-02,APAC,MedTech,Mid-Market,26052,258,0,At Risk,0.21
CUST-0147,2025-03,APAC,MedTech,Mid-Market,31096,252,9,Renewed,0.88
CUST-0147,2025-04,APAC,MedTech,Mid-Market,45896,236,2,Renewed,0.29
CUST-0147,2025-05,APAC,MedTech,Mid-Market,17317,352,5,Renewed,0.52
CUST-0147,2025-06,APAC,MedTech,Mid-Market,39841,303,1,At Risk,0.1
CUST-0147,2025-07,APAC,MedTech,Mid-Market,14778,125,3,Renewed,0.88
CUST-0147,2025-08,APAC,MedTech,Mid-Market,20514,375,19,At Risk,0.15
CUST-0148,2025-01,North America,High-Tech,Mid-Market,7755,473,9,Renewed,0.73
CUST-0148,2025-02,North America,High-Tech,Mid-Market,19094,92,9,Renewed,0.65
CUST-0148,2025-03,North America,High-Tech,Mid-Market,33490,421,9,Renewed,0.01
CUST-0148,2025-04,North America,High-Tech,Mid-Market,28475,210,11,Renewed,0.76
CUST-0148,2025-05,North America,High-Tech,Mid-Market,9515,29,17,Renewed,0.86
CUST-0148,2025-06,North America,High-Tech,Mid-Market,10086,353,2,Renewed,0.53
CUST-0148,2025-07,North America,High-Tech,Mid-Market,19275,340,0,At Risk,0.83
CUST-0148,2025-08,North America,High-Tech,Mid-Market,14748,310,3,Renewed,0.7
CUST-0149,2024-06,North America,High-Tech,Enterprise,38938,203,3,Renewed,0.77
CUST-0149,2024-07,North America,High-Tech,Enterprise,48820,238,15,Renewed,0.67
CUST-0149,2024-08,North America,High-Tech,Enterprise,22074,34,0,Renewed,0.29
CUST-0149,2024-09,North America,High-Tech,Enterprise,21907,45,9,Renewed,0.41
CUST-0149,2024-10,North America,High-Tech,Enterprise,30758,400,11,Renewed,0.01
CUST-0149,2024-11,North America,High-Tech,Enterprise,10183,193,2,Renewed,0.18
CUST-0149,2024-12,North America,High-Tech,Enterprise,20897,426,18,At Risk,0.29
CUST-0149,2025-01,North America,High-Tech,Enterprise,18934,348,3,Renewed,0.48
CUST-0149,2025-02,North America,High-Tech,Enterprise,46698,327,8,Lost,0.72
CUST-0149,2025-03,North America,High-Tech,Enterprise,47646,61,17,Renewed,0.32
CUST-0149,2025-04,North America,High-Tech,Enterprise,40757,254,7,Renewed,0.25
CUST-0149,2025-05,North America,High-Tech,Enterprise,44568,70,6,Renewed,0.96
CUST-0149,2025-06,North America,High-Tech,Enterprise,28753,485,17,Renewed,0.54
CUST-0149,2025-07,North America,High-Tech,Enterprise,7686,209,19,At Risk,0.56
CUST-0149,2025-08,North America,High-Tech,Enterprise,28726,284,10,Renewed,0.66
CUST-0150,2024-02,North America,High-Tech,Enterprise,11794,322,6,Renewed,0.07
CUST-0150,2024-03,North America,High-Tech,Enterprise,27802,40,6,Renewed,0.63
CUST-0150,2024-04,North America,High-Tech,Enterprise,32163,81,8,Renewed,0.2
CUST-0150,2024-05,North America,High-Tech,Enterprise,46295,400,0,At Risk,0.39
CUST-0150,2024-06,North America,High-Tech,Enterprise,19305,404,11,At Risk,0.41
CUST-0150,2024-07,North America,High-Tech,Enterprise,38355,51,0,At Risk,0.26
CUST-0150,2024-08,North America,High-Tech,Enterprise,30336,394,3,Renewed,0.53
CUST-0150,2024-09,North America,High-Tech,Enterprise,11930,224,16,Renewed,0.32
CUST-0150,2024-10,North America,High-Tech,Enterprise,41929,286,5,Renewed,0.58
CUST-0150,2024-11,North America,High-Tech,Enterprise,20428,296,0,Lost,0.12
CUST-0150,2024-12,North America,High-Tech,Enterprise,5453,378,9,Renewed,0.2
CUST-0150,2025-01,North America,High-Tech,Enterprise,38422,454,11,At Risk,0.38
CUST-0150,2025-02,North America,High-Tech,Enterprise,19579,83,12,Renewed,0.35
CUST-0150,2025-03,North America,High-Tech,Enterprise,34251,188,14,Renewed,0.08
CUST-0150,2025-04,North America,High-Tech,Enterprise,6802,226,8,Renewed,0.74
CUST-0150,2025-05,North America,High-Tech,Enterprise,29504,230,3,At Risk,0.32
CUST-0150,2025-06,North America,High-Tech,Enterprise,29183,386,2,At Risk,0.15
CUST-0150,2025-07,North America,High-Tech,Enterprise,9977,236,13,Renewed,0.95
CUST-0150,2025-08,North America,High-Tech,Enterprise,46800,320,18,Renewed,0.42
CUST-0151,2024-04,North America,High-Tech,Enterprise,36359,207,6,At Risk,0.8
CUST-0151,2024-05,North America,High-Tech,Enterprise,38461,65,2,At Risk,0.26
CUST-0151,2024-06,North America,High-Tech,Enterprise,42741,355,16,At Risk,0.21
CUST-0151,2024-07,North America,High-Tech,Enterprise,13628,212,13,At Risk,0.12
CUST-0151,2024-08,North America,High-Tech,Enterprise,34587,412,11,Lost,0.95
CUST-0151,2024-09,North America,High-Tech,Enterprise,47804,192,13,At Risk,0.05
CUST-0151,2024-10,North America,High-Tech,Enterprise,49307,94,17,Renewed,0.52
CUST-0151,2024-11,North America,High-Tech,Enterprise,8489,217,17,Renewed,0.27
CUST-0151,2024-12,North America,High-Tech,Enterprise,40919,145,13,Renewed,0.53
CUST-0151,2025-01,North America,High-Tech,Enterprise,28991,476,18,Renewed,0.98
CUST-0151,2025-02,North America,High-Tech,Enterprise,15423,446,7,Renewed,0.2
CUST-0151,2025-03,North America,High-Tech,Enterprise,40922,109,6,Renewed,0.16
CUST-0151,2025-04,North America,High-Tech,Enterprise,28742,207,18,Renewed,0.43
CUST-0151,2025-05,North America,High-Tech,Enterprise,24536,361,17,Renewed,0.1
CUST-0151,2025-06,North America,High-Tech,Enterprise,41765,115,10,Renewed,0.9
CUST-0151,2025-07,North America,High-Tech,Enterprise,42039,9,18,Renewed,0.24
CUST-0151,2025-08,North America,High-Tech,Enterprise,42453,385,18,Lost,0.11
CUST-0152,2024-05,APAC,Pharma,SMB,32537,219,6,Renewed,0.1
CUST-0152,2024-06,APAC,Pharma,SMB,5247,321,19,Renewed,0.82
CUST-0152,2024-07,APAC,Pharma,SMB,43869,454,12,Renewed,0.44
CUST-0152,2024-08,APAC,Pharma,SMB,19219,230,3,At Risk,0.19
CUST-0152,2024-09,APAC,Pharma,SMB,39286,355,10,Renewed,0.34
CUST-0152,2024-10,APAC,Pharma,SMB,9527,312,2,Lost,0.77
CUST-0152,2024-11,APAC,Pharma,SMB,28098,458,10,Renewed,0.46
CUST-0152,2024-12,APAC,Pharma,SMB,38296,394,2,Renewed,0.68
CUST-0152,2025-01,APAC,Pharma,SMB,12763,170,10,Lost,0.6
CUST-0152,2025-02,APAC,Pharma,SMB,39333,397,14,At Risk,0.15
CUST-0152,2025-03,APAC,Pharma,SMB,26860,374,16,Renewed,0.65
CUST-0152,2025-04,APAC,Pharma,SMB,45683,191,9,Renewed,0.83
CUST-0152,2025-05,APAC,Pharma,SMB,30112,453,8,Renewed,0.61
CUST-0152,2025-06,APAC,Pharma,SMB,29729,469,19,Lost,0.58
CUST-0152,2025-07,APAC,Pharma,SMB,21083,284,4,Renewed,0.22
CUST-0152,2025-08,APAC,Pharma,SMB,49139,453,10,Renewed,0.27
CUST-0153,2024-06,North America,Pharma,SMB,47767,52,4,Lost,0.49
CUST-0153,2024-07,North America,Pharma,SMB,25755,236,14,Renewed,0.26
CUST-0153,2024-08,North America,Pharma,SMB,7613,435,18,Renewed,0.46
CUST-0153,2024-09,North America,Pharma,SMB,26297,240,11,At Risk,0.16
CUST-0153,2024-10,North America,Pharma,SMB,35941,219,12,Renewed,0.03
CUST-0153,2024-11,North America,Pharma,SMB,33511,274,13,Renewed,0.09
CUST-0153,2024-12,North America,Pharma,SMB,33535,348,12,Renewed,0.54
CUST-0153,2025-01,North America,Pharma,SMB,6738,325,15,Lost,0.1
CUST-0153,2025-02,North America,Pharma,SMB,34911,393,18,Renewed,0.62
CUST-0153,2025-03,North America,Pharma,SMB,10357,454,3,Renewed,0.52
CUST-0153,2025-04,North America,Pharma,SMB,17469,436,8,At Risk,0.26
CUST-0153,2025-05,North America,Pharma,SMB,5015,86,5,At Risk,0.17
CUST-0153,2025-06,North America,Pharma,SMB,13597,388,0,Renewed,0.08
CUST-0153,2025-07,North America,Pharma,SMB,40814,236,17,Lost,0.39
CUST-0153,2025-08,North America,Pharma,SMB,35435,138,15,Renewed,0.63
CUST-0154,2024-09,EMEA,High-Tech,Mid-Market,45860,436,12,Renewed,0.87
CUST-0154,2024-10,EMEA,High-Tech,Mid-Market,45832,474,13,Renewed,0.65
CUST-0154,2024-11,EMEA,High-Tech,Mid-Market,37948,111,7,Lost,0.62
CUST-0154,2024-12,EMEA,High-Tech,Mid-Market,15464,185,7,Renewed,0.49
CUST-0154,2025-01,EMEA,High-Tech,Mid-Market,12805,290,16,Renewed,0.91
CUST-0154,2025-02,EMEA,High-Tech,Mid-Market,19680,462,4,At Risk,0.86
CUST-0154,2025-03,EMEA,High-Tech,Mid-Market,24972,436,5,Renewed,0.18
CUST-0154,2025-04,EMEA,High-Tech,Mid-Market,44004,360,4,Renewed,0.25
CUST-0154,2025-05,EMEA,High-Tech,Mid-Market,41509,32,2,Lost,0.49
CUST-0154,2025-06,EMEA,High-Tech,Mid-Market,24379,351,19,At Risk,0.51
CUST-0154,2025-07,EMEA,High-Tech,Mid-Market,10153,134,6,Renewed,0.27
CUST-0154,2025-08,EMEA,High-Tech,Mid-Market,41015,53,0,Renewed,0.92
CUST-0155,2024-04,North America,MedTech,Enterprise,31399,206,11,Renewed,0.02
CUST-0155,2024-05,North America,MedTech,Enterprise,37706,97,18,Renewed,0.49
CUST-0155,2024-06,North America,MedTech,Enterprise,17925,455,11,Renewed,0.13
CUST-0155,2024-07,North America,MedTech,Enterprise,14929,479,0,Renewed,0.04
CUST-0155,2024-08,North America,MedTech,Enterprise,23843,114,10,Renewed,0.84
CUST-0155,2024-09,North America,MedTech,Enterprise,44907,363,18,Renewed,0.4
CUST-0155,2024-10,North America,MedTech,Enterprise,20666,115,13,Renewed,0.96
CUST-0155,2024-11,North America,MedTech,Enterprise,31092,424,6,Renewed,0.29
CUST-0155,2024-12,North America,MedTech,Enterprise,14218,246,0,At Risk,0.62
CUST-0155,2025-01,North America,MedTech,Enterprise,44916,52,3,At Risk,0.92
CUST-0155,2025-02,North America,MedTech,Enterprise,35694,106,17,Renewed,0.95
CUST-0155,2025-03,North America,MedTech,Enterprise,23914,87,10,Renewed,0.74
CUST-0155,2025-04,North America,MedTech,Enterprise,18199,117,16,Renewed,0.5
CUST-0155,2025-05,North America,MedTech,Enterprise,24544,375,6,Renewed,0.19
CUST-0155,2025-06,North America,MedTech,Enterprise,20313,495,1,At Risk,0.04
CUST-0155,2025-07,North America,MedTech,Enterprise,16577,72,10,At Risk,0.38
CUST-0155,2025-08,North America,MedTech,Enterprise,42030,205,3,Renewed,0.77
CUST-0156,2025-02,North America,Pharma,Enterprise,47437,434,8,At Risk,0.02
CUST-0156,2025-03,North America,Pharma,Enterprise,15217,290,9,Lost,0.75
CUST-0156,2025-04,North America,Pharma,Enterprise,42117,93,13,Lost,0.45
CUST-0156,2025-05,North America,Pharma,Enterprise,7182,496,14,Renewed,0.71
CUST-0156,2025-06,North America,Pharma,Enterprise,17714,42,4,Renewed,0.83
CUST-0156,2025-07,North America,Pharma,Enterprise,27242,187,16,Renewed,0.64
CUST-0156,2025-08,North America,Pharma,Enterprise,28539,405,3,Renewed,0.74
CUST-0157,2025-02,EMEA,Pharma,Enterprise,6072,457,11,At Risk,0.08
CUST-0157,2025-03,EMEA,Pharma,Enterprise,21998,251,2,At Risk,0.35
CUST-0157,2025-04,EMEA,Pharma,Enterprise,32539,136,17,Renewed,0.81
CUST-0157,2025-05,EMEA,Pharma,Enterprise,5311,151,8,Renewed,0.85
CUST-0157,2025-06,EMEA,Pharma,Enterprise,48587,316,16,Renewed,0.17
CUST-0157,2025-07,EMEA,Pharma,Enterprise,16485,34,4,Renewed,0.74
CUST-0157,2025-08,EMEA,Pharma,Enterprise,32068,251,9,Renewed,0.13
CUST-0158,2024-09,EMEA,Pharma,Mid-Market,42802,255,3,Renewed,0.27
CUST-0158,2024-10,EMEA,Pharma,Mid-Market,49880,87,17,Renewed,0.52
CUST-0158,2024-11,EMEA,Pharma,Mid-Market,7257,223,0,Renewed,0.1
CUST-0158,2024-12,EMEA,Pharma,Mid-Market,24016,276,18,Renewed,0.0
CUST-0158,2025-01,EMEA,Pharma,Mid-Market,27415,206,10,Renewed,0.85
CUST-0158,2025-02,EMEA,Pharma,Mid-Market,38157,352,5,Lost,0.53
CUST-0158,2025-03,EMEA,Pharma,Mid-Market,27465,107,7,Renewed,0.69
CUST-0158,2025-04,EMEA,Pharma,Mid-Market,16321,67,3,Renewed,0.97
CUST-0158,2025-05,EMEA,Pharma,Mid-Market,26897,324,8,Renewed,0.53
CUST-0158,2025-06,EMEA,Pharma,Mid-Market,22874,125,0,Renewed,0.47
CUST-0158,2025-07,EMEA,Pharma,Mid-Market,45616,68,12,Renewed,0.54
CUST-0158,2025-08,EMEA,Pharma,Mid-Market,13402,63,12,Lost,0.12
CUST-0159,2024-11,EMEA,MedTech,SMB,31412,98,8,Renewed,0.13
CUST-0159,2024-12,EMEA,MedTech,SMB,5646,220,16,Renewed,0.2
CUST-0159,2025-01,EMEA,MedTech,SMB,44675,410,0,Renewed,0.04
CUST-0159,2025-02,EMEA,MedTech,SMB,44496,192,8,Renewed,0.92
CUST-0159,2025-03,EMEA,MedTech,SMB,12195,171,2,At Risk,0.47
CUST-0159,2025-04,EMEA,MedTech,SMB,13584,292,9,Renewed,0.59
CUST-0159,2025-05,EMEA,MedTech,SMB,27277,177,11,Renewed,0.14
CUST-0159,2025-06,EMEA,MedTech,SMB,8813,17,12,Renewed,0.97
CUST-0159,2025-07,EMEA,MedTech,SMB,23550,403,19,Renewed,0.24
CUST-0159,2025-08,EMEA,MedTech,SMB,6650,490,19,At Risk,0.06
CUST-0160,2024-03,APAC,High-Tech,Enterprise,12943,147,4,Renewed,0.27
CUST-0160,2024-04,APAC,High-Tech,Enterprise,5420,439,15,Renewed,0.84
CUST-0160,2024-05,APAC,High-Tech,Enterprise,24604,277,11,Renewed,0.16
CUST-0160,2024-06,APAC,High-Tech,Enterprise,32418,366,13,Renewed,0.71
CUST-0160,2024-07,APAC,High-Tech,Enterprise,10365,37,9,Renewed,0.53
CUST-0160,2024-08,APAC,High-Tech,Enterprise,46700,239,0,Renewed,0.98
CUST-0160,2024-09,APAC,High-Tech,Enterprise,35790,159,10,Renewed,0.67
CUST-0160,2024-10,APAC,High-Tech,Enterprise,22692,295,13,Renewed,0.35
CUST-0160,2024-11,APAC,High-Tech,Enterprise,26789,353,7,Renewed,0.33
CUST-0160,2024-12,APAC,High-Tech,Enterprise,25202,139,19,Renewed,0.55
CUST-0160,2025-01,APAC,High-Tech,Enterprise,44792,347,10,At Risk,0.14
CUST-0160,2025-02,APAC,High-Tech,Enterprise,5500,21,13,Renewed,0.14
CUST-0160,2025-03,APAC,High-Tech,Enterprise,8372,164,19,At Risk,0.5
CUST-0160,2025-04,APAC,High-Tech,Enterprise,39945,59,1,Renewed,0.64
CUST-0160,2025-05,APAC,High-Tech,Enterprise,26942,350,8,Renewed,0.2
CUST-0160,2025-06,APAC,High-Tech,Enterprise,28376,450,5,Renewed,0.16
CUST-0160,2025-07,APAC,High-Tech,Enterprise,33371,15,16,Lost,0.76
CUST-0160,2025-08,APAC,High-Tech,Enterprise,29107,207,12,At Risk,0.83
CUST-0161,2024-08,APAC,Pharma,Enterprise,45267,342,13,Renewed,0.27
CUST-0161,2024-09,APAC,Pharma,Enterprise,7165,108,7,Lost,0.1
CUST-0161,2024-10,APAC,Pharma,Enterprise,24182,184,18,Renewed,0.58
CUST-0161,2024-11,APAC,Pharma,Enterprise,41177,296,10,Renewed,0.76
CUST-0161,2024-12,APAC,Pharma,Enterprise,15195,462,12,Renewed,0.83
CUST-0161,2025-01,APAC,Pharma,Enterprise,46326,46,10,Renewed,0.89
CUST-0161,2025-02,APAC,Pharma,Enterprise,33755,495,9,Renewed,0.15
CUST-0161,2025-03,APAC,Pharma,Enterprise,20209,456,7,Renewed,0.32
CUST-0161,2025-04,APAC,Pharma,Enterprise,33720,418,12,Renewed,0.16
CUST-0161,2025-05,APAC,Pharma,Enterprise,34380,265,4,At Risk,0.47
CUST-0161,2025-06,APAC,Pharma,Enterprise,13294,198,7,Renewed,0.38
CUST-0161,2025-07,APAC,Pharma,Enterprise,12679,162,1,Renewed,1.0
CUST-0161,2025-08,APAC,Pharma,Enterprise,43070,223,14,Renewed,0.11
CUST-0162,2024-08,North America,MedTech,Enterprise,10224,474,19,Renewed,0.44
CUST-0162,2024-09,North America,MedTech,Enterprise,36111,187,19,Renewed,0.2
CUST-0162,2024-10,North America,MedTech,Enterprise,31957,285,2,At Risk,0.72
CUST-0162,2024-11,North America,MedTech,Enterprise,35081,453,7,At Risk,0.95
CUST-0162,2024-12,North America,MedTech,Enterprise,45845,244,3,At Risk,0.49
